CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,PCA1,PCA2,Churn,Churn_Probability,Churn_Risk,Retention_Action
12430.0,43,1,256.4,3,1,2,312,Others,0,-0.2249062511289995,-0.5853499510692598,0,,Low Risk,No immediate action
12431.0,36,15,6487.45,3,5,5,355,Loyal Customers,3,1.46785091005731,-0.1283672728674661,0,0.0,Low Risk,No immediate action
12432.0,43,5,5059.32,3,4,5,345,Loyal Customers,0,0.463636779910721,-0.3008355939656862,0,,Low Risk,No immediate action
12433.0,1,7,13375.87,5,5,5,555,Champions,0,1.3836028734849206,-0.2729077573227286,0,,Low Risk,No immediate action
12434.0,85,2,806.14,2,2,3,223,Others,0,-0.2583661804034811,-0.1633093658848143,0,,Low Risk,No immediate action
12435.0,80,2,7829.89,2,2,5,225,Others,0,0.2544740532136026,0.1070983987280298,0,0.0053436458829128,Low Risk,No immediate action
12436.0,100,1,509.01,2,1,3,213,Others,0,-0.4240543414273721,-0.0580530473606286,1,,Low Risk,No immediate action
12437.0,2,18,4951.41,5,5,5,555,Champions,3,1.7523925374480602,-0.4536632599682931,0,,Low Risk,No immediate action
12438.0,14,2,2906.85,4,2,5,425,Potential Loyalists,0,0.1595105906885587,-0.7115648826933488,0,,Low Risk,Personalized email campaign
12441.0,367,1,173.55,1,1,1,111,Lost Customers,1,-1.46368265628569,2.343660515721841,1,,Low Risk,Re-engagement campaign
12442.0,3,1,172.06,5,1,1,511,Potential Loyalists,0,-0.078619637388536,-0.9512063367182774,0,,Low Risk,Personalized email campaign
12444.0,21,5,5005.46,4,4,5,445,Champions,0,0.5435690192018731,-0.502392462567268,0,,Low Risk,No immediate action
12445.0,22,1,133.4,4,1,1,411,Potential Loyalists,0,-0.1536403887914791,-0.7809625071067041,0,,Low Risk,Personalized email campaign
12446.0,58,1,1002.31,3,1,4,314,Others,0,-0.2295452397779136,-0.4160520512495035,0,,Low Risk,No immediate action
12447.0,243,1,476.49,1,1,2,112,Lost Customers,1,-0.9705137537171714,1.2348710875892157,1,1.0,High Risk,Re-engagement campaign
12448.0,44,1,449.45,3,1,2,312,Others,0,-0.2151390443291852,-0.5676221226045531,0,,Low Risk,No immediate action
12449.0,22,4,4067.29,4,4,5,445,Champions,0,0.3860874525153832,-0.5526692591149488,0,,Low Risk,No immediate action
12450.0,156,2,197.88,2,2,1,221,Others,1,-0.5713144566145933,0.4520208231301539,1,,Low Risk,No immediate action
12451.0,11,5,9035.52,5,4,5,545,Champions,0,0.8649613013980164,-0.4117873285626023,0,,Low Risk,No immediate action
12452.0,17,2,430.5700000000001,4,2,2,422,Potential Loyalists,0,-0.0260034752760526,-0.7957005474883156,0,,Low Risk,Personalized email campaign
12453.0,134,1,707.09,2,1,3,213,Others,0,-0.5395118916159319,0.2586052281209205,1,,Low Risk,No immediate action
12454.0,56,1,3528.34,3,1,5,315,Others,0,-0.0443388461159282,-0.3206288410996037,0,,Low Risk,No immediate action
12455.0,73,6,2466.86,2,4,5,245,At Risk,0,0.254925566617152,-0.1286336100606476,0,0.0020940802549241,Low Risk,No immediate action
12456.0,44,3,3181.04,3,3,5,335,Loyal Customers,0,0.1523426584767084,-0.4105280238641436,0,,Low Risk,No immediate action
12457.0,66,7,2363.23,3,5,5,355,Loyal Customers,0,0.3619945653270472,-0.179487964466674,0,0.0008448622870639,Low Risk,No immediate action
12458.0,71,2,947.4,3,2,4,324,Others,0,-0.1951590422988852,-0.2836838384111396,0,,Low Risk,No immediate action
12461.0,94,2,826.88,2,2,3,223,Others,0,-0.2911566835034793,-0.0809124227337149,1,,Low Risk,No immediate action
12462.0,19,2,1189.59,4,2,4,424,Potential Loyalists,0,0.0197495280994446,-0.7434848739692521,0,,Low Risk,Personalized email campaign
12463.0,53,4,1344.78,3,4,4,344,Loyal Customers,0,0.0767105225022749,-0.394425009743143,0,,Low Risk,No immediate action
12464.0,10,8,1212.05,5,5,4,554,Champions,0,0.5818791923381379,-0.7209527559943002,0,0.001501190319525,Low Risk,No immediate action
12465.0,17,2,742.19,4,2,3,423,Potential Loyalists,0,-0.0040946558350029,-0.7816955159274803,0,,Low Risk,Personalized email campaign
12468.0,188,2,729.54,1,2,3,123,Lost Customers,1,-0.6557084511603241,0.7655677748884446,1,,Low Risk,Re-engagement campaign
12471.0,2,30,19824.05,5,5,5,555,Champions,3,3.8506352727028808,0.4207278122423712,0,,Low Risk,No immediate action
12472.0,32,7,6572.11,4,5,5,455,Champions,0,0.7872887464248184,-0.2980857371328096,0,,Low Risk,No immediate action
12473.0,29,5,3938.55,4,4,5,445,Champions,0,0.4381153787714045,-0.4779290510909498,0,,Low Risk,No immediate action
12474.0,17,18,7375.79,4,5,5,455,Champions,3,1.8657604038380355,-0.2089304544174687,0,,Low Risk,No immediate action
12475.0,54,1,723.38,3,1,3,313,Others,0,-0.2339341254917505,-0.4647944994449801,0,,Low Risk,No immediate action
12476.0,16,11,6816.42,4,5,5,455,Champions,0,1.2162197062560829,-0.3632738058593568,0,0.0020576111396484,Low Risk,No immediate action
12477.0,23,6,13219.74,4,4,5,445,Champions,0,1.2011900454635078,-0.0979529875003388,0,,Low Risk,No immediate action
12478.0,4,1,680.99,5,1,3,513,Potential Loyalists,0,-0.0466441067165737,-0.9192820209631634,0,,Low Risk,Personalized email campaign
12479.0,11,1,527.2,5,1,3,513,Potential Loyalists,0,-0.0840943397336932,-0.8628322162660076,0,,Low Risk,Personalized email campaign
12480.0,28,4,3281.63,4,4,5,445,Champions,0,0.3080182440471388,-0.5336690207347743,0,0.0020940802549241,Low Risk,No immediate action
12481.0,23,10,5596.32,4,5,5,455,Champions,0,1.0160842754856627,-0.3719113981448928,0,,Low Risk,No immediate action
12483.0,17,8,2484.98,4,5,5,455,Champions,0,0.6447362273812665,-0.6003823601012164,0,,Low Risk,No immediate action
12484.0,33,6,4541.72,4,4,5,445,Champions,0,0.5530173370777058,-0.3974498052656763,0,0.0007372434485374,Low Risk,No immediate action
12488.0,10,3,1298.66,5,3,4,534,Loyal Customers,0,0.1493834684542418,-0.8028832207817851,0,,Low Risk,No immediate action
12489.0,336,1,334.93,1,1,2,112,Lost Customers,1,-1.334369055760598,2.0703122727636094,1,,Low Risk,Re-engagement campaign
12490.0,5,10,5417.93,5,5,5,555,Champions,0,1.0720396592298664,-0.5428583839625075,0,,Low Risk,No immediate action
12491.0,39,1,460.4,3,1,2,312,Others,0,-0.1953421615117725,-0.6123882407008631,0,,Low Risk,No immediate action
12492.0,63,2,263.21000000000004,3,2,2,322,Others,0,-0.2128185965389197,-0.3868463409797461,0,,Low Risk,No immediate action
12493.0,166,2,433.74,2,2,2,222,Others,1,-0.5927860949818334,0.5531374792416522,1,,Low Risk,No immediate action
12494.0,16,7,1246.1,4,5,4,454,Champions,0,0.4737236938959671,-0.6822771598815657,0,,Low Risk,No immediate action
12497.0,82,1,1043.1,2,1,4,214,Others,0,-0.3180071931129896,-0.1969792871206604,0,,Low Risk,No immediate action
12498.0,21,3,403.7000000000001,4,3,2,432,Loyal Customers,0,0.0446027619576635,-0.7435369748694757,0,0.0024895517245003,Low Risk,No immediate action
12500.0,23,11,4257.82,4,5,5,455,Champions,0,1.009696409635758,-0.4149025582118532,0,0.0020576111396484,Low Risk,No immediate action
12501.0,337,1,2169.39,1,1,5,115,Lost Customers,1,-1.2092005418600411,2.1618094319974284,1,,Low Risk,Re-engagement campaign
12502.0,96,5,3723.87,2,4,5,245,At Risk,0,0.1680598424234411,0.1188830776849548,1,,Low Risk,No immediate action
12504.0,18,2,482.05,4,2,2,422,Potential Loyalists,0,-0.0261895178449227,-0.7843352513324063,0,,Low Risk,Personalized email campaign
12506.0,233,1,73.5,1,1,1,111,Lost Customers,1,-0.960792391305206,1.1262431647914892,1,,Low Risk,Re-engagement campaign
12507.0,134,3,1304.81,2,3,4,234,At Risk,0,-0.3220544893705696,0.3197975339830813,1,,Low Risk,No immediate action
12508.0,26,2,398.27,4,2,2,422,Potential Loyalists,0,-0.0625230194618388,-0.7156873629983637,0,,Low Risk,Personalized email campaign
12509.0,284,1,176.5,1,1,1,111,Lost Customers,1,-1.1476265570023214,1.5925063089470348,1,,Low Risk,Re-engagement campaign
12510.0,143,2,982.57,2,2,4,224,Others,0,-0.466675603335047,0.3696154540649062,1,,Low Risk,No immediate action
12512.0,66,2,138.03,3,2,1,321,Others,0,-0.2330357451431177,-0.365317318968089,0,,Low Risk,No immediate action
12513.0,113,1,612.29,2,1,3,213,Others,0,-0.4662633943119857,0.0642600550820499,1,,Low Risk,No immediate action
12514.0,267,1,1017.68,1,1,4,114,Lost Customers,1,-1.0237944823288625,1.4764331585438148,1,1.0,High Risk,Re-engagement campaign
12515.0,353,1,383.7,1,1,2,112,Lost Customers,1,-1.3956321237542475,2.2263821430101176,1,1.0,High Risk,Re-engagement campaign
12516.0,78,2,1312.06,2,2,4,224,Others,0,-0.1961590236016981,-0.2039335118838217,0,,Low Risk,No immediate action
12517.0,28,5,2502.84,4,4,5,445,Champions,0,0.3409814639085171,-0.5515053248396168,0,0.0020940802549241,Low Risk,No immediate action
12518.0,1,5,2056.89,5,4,4,544,Champions,0,0.4123743733621795,-0.8159420010320182,0,,Low Risk,No immediate action
12519.0,64,1,340.84000000000003,3,1,2,312,Others,0,-0.2988831207113914,-0.3914703839830569,0,,Low Risk,No immediate action
12520.0,79,5,2634.26,2,4,5,245,At Risk,0,0.1561454005428138,-0.083964910300402,0,0.0020940802549241,Low Risk,No immediate action
12521.0,143,1,599.68,2,1,3,213,Others,1,-0.5813121348204501,0.335242769454033,1,,Low Risk,No immediate action
12522.0,39,2,192.72,3,2,1,321,Others,0,-0.1264447374769942,-0.6072539020964488,0,,Low Risk,No immediate action
12523.0,19,11,1789.77,4,5,4,454,Champions,0,0.8513988055636941,-0.5620298812242737,0,,Low Risk,No immediate action
12524.0,9,8,4485.72,5,5,5,555,Champions,0,0.8158439107442664,-0.5828769678343381,0,,Low Risk,No immediate action
12526.0,1,3,1316.66,5,3,4,534,Loyal Customers,0,0.1848976339159186,-0.8835390853029288,0,,Low Risk,No immediate action
12527.0,82,3,348.71000000000004,2,3,2,232,At Risk,0,-0.1913931407423938,-0.1938578410559165,0,0.0024895517245003,Low Risk,No immediate action
12528.0,9,6,1933.48,5,5,4,554,Champions,0,0.4609716257124318,-0.7319106005891374,0,,Low Risk,No immediate action
12530.0,60,4,1662.28,3,4,4,344,Loyal Customers,0,0.0723949005960351,-0.3167941790389719,0,,Low Risk,No immediate action
12531.0,15,1,125.22,4,1,1,411,Potential Loyalists,0,-0.1275776517145009,-0.8446916743669447,0,,Low Risk,Personalized email campaign
12532.0,30,1,349.83000000000004,4,1,2,412,Potential Loyalists,0,-0.1688672647604987,-0.6988223829569936,0,,Low Risk,Personalized email campaign
12534.0,131,1,1089.18,2,1,4,214,Others,0,-0.5012323760179591,0.2486224247675467,1,,Low Risk,No immediate action
12535.0,92,2,716.35,2,2,3,223,Others,0,-0.2913168163336768,-0.1039832309781294,1,,Low Risk,No immediate action
12536.0,43,3,12601.830000000002,3,3,5,335,Loyal Customers,0,0.8184880525855056,0.0038156855083294,0,,Low Risk,No immediate action
12538.0,29,1,363.95,4,1,2,412,Potential Loyalists,0,-0.1640691351775317,-0.7072394406481356,0,,Low Risk,Personalized email campaign
12539.0,22,4,5568.35,4,4,5,445,Champions,0,0.4916212838169111,-0.4852076306100146,0,,Low Risk,No immediate action
12540.0,20,17,13400.24,4,5,5,455,Champions,3,2.1901834106589217,0.0718147051763342,0,,Low Risk,No immediate action
12541.0,30,3,981.18,4,3,4,434,Loyal Customers,0,0.0509545351416331,-0.6361186554550443,0,,Low Risk,No immediate action
12544.0,36,1,372.7,3,1,2,312,Others,0,-0.1900917977179546,-0.6434846560719663,0,,Low Risk,No immediate action
12545.0,75,2,1000.39,2,2,4,224,Others,0,-0.2066551404259788,-0.2450957347084912,0,0.0014941105845417,Low Risk,No immediate action
12546.0,47,2,1161.5,3,2,4,324,Others,0,-0.0887767405030905,-0.4913011680539376,0,,Low Risk,No immediate action
12547.0,198,2,207.8,1,2,1,121,Lost Customers,1,-0.7304440700440241,0.832635872144642,1,,Low Risk,Re-engagement campaign
12548.0,166,1,95.2,2,1,1,211,Others,1,-0.7043045462984074,0.5207580015806639,1,,Low Risk,No immediate action
12550.0,79,1,964.83,2,1,4,214,Others,0,-0.3120938418108953,-0.2276518932124535,0,0.002637024729744,Low Risk,No immediate action
12551.0,358,1,168.0,1,1,1,111,Lost Customers,1,-1.429824201939592,2.2619462515689106,1,,Low Risk,Re-engagement campaign
12552.0,39,2,437.82,3,2,2,322,Others,0,-0.1092126867581659,-0.5962384562471427,0,,Low Risk,No immediate action
12553.0,8,10,3692.28,5,5,5,555,Champions,0,0.9392995395364674,-0.593258740239055,0,,Low Risk,No immediate action
12556.0,50,2,603.71,3,2,3,323,Others,0,-0.1394090562287587,-0.4892147899789117,0,0.0014941105845417,Low Risk,No immediate action
12557.0,16,5,11990.96,4,4,5,445,Champions,0,1.0537200404974751,-0.2337037546812127,0,,Low Risk,No immediate action
12558.0,8,1,269.96,5,1,2,512,Potential Loyalists,0,-0.0907636898479542,-0.9015482101327916,0,,Low Risk,Personalized email campaign
12559.0,311,2,561.71,1,2,3,123,Lost Customers,1,-1.1355728764654551,1.871377757705725,1,,Low Risk,Re-engagement campaign
12560.0,5,3,2134.01,5,3,5,535,Loyal Customers,0,0.2271407862475913,-0.810598610366598,0,0.0005366927662225,Low Risk,No immediate action
12561.0,303,1,238.85,1,1,1,111,Lost Customers,1,-1.215545678690418,1.7672897965971166,1,1.0,High Risk,Re-engagement campaign
12562.0,8,7,3781.74,5,5,5,555,Champions,0,0.6824381660370222,-0.6407319390353572,0,,Low Risk,No immediate action
12564.0,261,1,456.9,1,1,2,112,Lost Customers,1,-1.0403883598249557,1.39692032567429,1,,Low Risk,Re-engagement campaign
12565.0,289,1,145.92000000000002,1,1,1,111,Lost Customers,1,-1.1688035506137389,1.6363902026368908,1,,Low Risk,Re-engagement campaign
12566.0,86,1,351.65,2,1,2,212,Others,0,-0.3818420421055445,-0.1918482968739787,0,,Low Risk,No immediate action
12567.0,23,10,9401.28,4,5,5,455,Champions,0,1.2835965712959976,-0.2009063763628623,0,,Low Risk,No immediate action
12569.0,2,32,4124.6900000000005,5,5,5,555,Champions,3,2.92230683598944,-0.2505139995691076,0,,Low Risk,No immediate action
12571.0,40,2,519.61,3,2,3,323,Others,0,-0.1072677482691506,-0.5835109480810642,0,0.0014941105845417,Low Risk,No immediate action
12572.0,9,2,1020.42,5,2,4,524,Potential Loyalists,0,0.0459098872436682,-0.8416043041171022,0,,Low Risk,Personalized email campaign
12573.0,227,1,160.54000000000002,1,1,1,111,Lost Customers,1,-0.9318405034130032,1.0758450856147328,1,,Low Risk,Re-engagement campaign
12574.0,316,1,218.45,1,1,1,111,Lost Customers,1,-1.266450202945512,1.8840443909098803,1,,Low Risk,Re-engagement campaign
12576.0,36,5,1315.83,3,4,4,344,Loyal Customers,0,0.2270840483196181,-0.532439526772118,0,,Low Risk,No immediate action
12577.0,35,3,657.8,3,3,3,333,Loyal Customers,0,0.0091918848575392,-0.6053939724737841,0,0.0024895517245003,Low Risk,No immediate action
12578.0,21,2,2794.51,4,2,5,425,Potential Loyalists,0,0.1249745498472672,-0.6532522047589279,0,,Low Risk,Personalized email campaign
12579.0,78,1,440.42,2,1,2,212,Others,0,-0.3451577125282573,-0.2602719213369973,0,,Low Risk,No immediate action
12580.0,247,1,415.7,1,1,2,112,Lost Customers,1,-0.9900092917903616,1.2683456154912356,1,,Low Risk,Re-engagement campaign
12581.0,40,1,197.71,3,1,1,311,Others,0,-0.2176163043431244,-0.615142579887575,0,0.0040915527420233,Low Risk,No immediate action
12582.0,239,2,511.36,1,2,3,123,Lost Customers,1,-0.8651235636133484,1.2173962356581067,1,,Low Risk,Re-engagement campaign
12583.0,3,15,7281.38,5,5,5,555,Champions,3,1.6492475121795689,-0.3913903326310994,0,,Low Risk,No immediate action
12584.0,4,9,2338.15,5,5,5,555,Champions,0,0.7716004339114744,-0.7074881256603907,0,,Low Risk,No immediate action
12585.0,234,2,2040.1,1,2,4,124,Lost Customers,1,-0.7386166266934041,1.2408436367605655,1,,Low Risk,Re-engagement campaign
12586.0,17,1,196.94000000000003,4,1,1,411,Potential Loyalists,0,-0.1301461026802957,-0.8233650907386526,0,,Low Risk,Personalized email campaign
12587.0,8,1,144.0,5,1,1,511,Potential Loyalists,0,-0.099619459364656,-0.9072091875264212,0,0.0040915527420233,Low Risk,Personalized email campaign
12588.0,39,1,214.9,3,1,1,311,Others,0,-0.2126023347123941,-0.6234216636139787,0,,Low Risk,No immediate action
12589.0,29,2,646.68,4,2,3,423,Potential Loyalists,0,-0.0564744731331643,-0.6773682128151756,0,,Low Risk,Personalized email campaign
12590.0,211,2,9864.26,1,2,5,125,Lost Customers,1,-0.1010052963839765,1.384294290697781,1,,Low Risk,Re-engagement campaign
12591.0,317,1,452.85,1,1,2,112,Lost Customers,1,-1.2537758345903178,1.9036305983459,1,,Low Risk,Re-engagement campaign
12592.0,92,2,437.6,2,2,2,222,Others,0,-0.3109146708333643,-0.1165109973204144,1,,Low Risk,No immediate action
12593.0,109,3,418.1,2,3,2,232,At Risk,0,-0.2892605545562439,0.0536552272661677,1,,Low Risk,No immediate action
12594.0,38,10,3338.2200000000003,3,5,5,355,Loyal Customers,0,0.8002447455072199,-0.3376216969615052,0,,Low Risk,No immediate action
12596.0,51,2,618.27,3,2,3,323,Others,0,-0.1421908038671479,-0.4795087768126245,0,,Low Risk,No immediate action
12597.0,19,4,3811.22,4,4,5,445,Champions,0,0.3795003606603676,-0.5913326700700899,0,,Low Risk,No immediate action
12598.0,10,8,3023.08,5,5,5,555,Champions,0,0.7092058378433181,-0.639560251316745,0,0.0016895873896753,Low Risk,No immediate action
12599.0,29,7,1032.58,4,5,4,454,Champions,0,0.4092416354310808,-0.5742018919760562,0,,Low Risk,No immediate action
12600.0,29,10,2599.04,4,5,5,455,Champions,0,0.7825244590583196,-0.4523072444209499,0,,Low Risk,No immediate action
12601.0,190,5,577.0600000000001,1,4,3,143,At Risk,1,-0.4108885866187379,0.8283119833687895,1,,Low Risk,No immediate action
12602.0,59,1,153.12,3,1,1,311,Others,0,-0.2930539715386528,-0.4451652602469786,0,0.0040915527420233,Low Risk,No immediate action
12603.0,22,1,739.1999999999999,4,1,3,413,Potential Loyalists,0,-0.1110488901155664,-0.75373624396713,0,,Low Risk,Personalized email campaign
