CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,PCA1,PCA2
12407.0,50,5,1708.12,3,4,4,344,Loyal Customers,0,0.20138878561702497,-0.38808589825682
12408.0,33,5,2888.55,4,4,5,445,Champions,0,0.34907224016140403,-0.4889122514165597
12409.0,79,3,11072.67,2,3,5,235,At Risk,0,0.5739840018140825,0.2609504978410688
12410.0,309,2,693.33,1,2,3,123,Lost Customers,1,-1.1187083618800502,1.859189814465021
12412.0,75,3,1226.88,2,3,4,234,At Risk,0,-0.10301449932174568,-0.21775208204715496
12413.0,67,3,758.1,3,3,3,333,Loyal Customers,0,-0.10552939405405755,-0.3112334863277198
12414.0,217,3,562.4100000000001,1,3,3,133,At Risk,1,-0.6900985115590286,1.0377188911729462
12415.0,24,21,124914.53,4,5,5,455,Champions,2,10.365976217696664,5.188428423692512
12417.0,3,9,3649.1,5,5,5,555,Champions,0,0.8675737586543685,-0.6576221942011631
12418.0,113,1,668.58,2,1,3,213,Others,0,-0.4623058580616274,0.06678987738664986
12420.0,64,1,600.39,3,1,3,313,Others,0,-0.2806351453377811,-0.3798055167036306
12421.0,16,4,807.04,4,4,3,443,Loyal Customers,0,0.17970408520306977,-0.7535034530894356
12422.0,96,3,803.5600000000001,2,3,3,233,At Risk,0,-0.21269004729251897,-0.046692599760803664
12423.0,1,8,1859.31,5,5,4,554,Champions,0,0.6616342400329028,-0.7733280025834393
12424.0,163,2,1760.96,2,2,4,224,Others,1,-0.48805807634066917,0.5856313316840952
12425.0,78,1,777.2,2,1,3,213,Others,0,-0.32147998898241065,-0.24513613246254076
12426.0,195,1,582.73,1,1,3,113,Lost Customers,1,-0.7803849357209878,0.8051666896433074
12427.0,22,3,825.8000000000001,4,3,3,433,Loyal Customers,0,0.07047360489435105,-0.7155150302408212
12428.0,26,9,7956.46,4,5,5,455,Champions,0,1.082883554156774,-0.25585007527108494
12429.0,9,4,3750.4,5,4,5,545,Champions,0,0.41327839706034414,-0.6845825630585262
12430.0,43,1,256.4,3,1,2,312,Others,0,-0.2249062511289995,-0.5853499510692598
12431.0,36,15,6487.45,3,5,5,355,Loyal Customers,3,1.46785091005731,-0.1283672728674661
12432.0,43,5,5059.32,3,4,5,345,Loyal Customers,0,0.463636779910721,-0.30083559396568627
12433.0,1,7,13375.87,5,5,5,555,Champions,0,1.3836028734849206,-0.27290775732272865
12434.0,85,2,806.14,2,2,3,223,Others,0,-0.25836618040348114,-0.1633093658848143
12435.0,80,2,7829.89,2,2,5,225,Others,0,0.25447405321360267,0.10709839872802986
12436.0,100,1,509.01,2,1,3,213,Others,0,-0.4240543414273721,-0.05805304736062869
12437.0,2,18,4951.41,5,5,5,555,Champions,3,1.7523925374480602,-0.4536632599682931
12438.0,14,2,2906.85,4,2,5,425,Potential Loyalists,0,0.15951059068855872,-0.7115648826933488
12441.0,367,1,173.55,1,1,1,111,Lost Customers,1,-1.46368265628569,2.3436605157218415
12442.0,3,1,172.06,5,1,1,511,Potential Loyalists,0,-0.07861963738853607,-0.9512063367182774
12444.0,21,5,5005.46,4,4,5,445,Champions,0,0.5435690192018731,-0.502392462567268
12445.0,22,1,133.4,4,1,1,411,Potential Loyalists,0,-0.15364038879147918,-0.7809625071067041
12446.0,58,1,1002.31,3,1,4,314,Others,0,-0.22954523977791363,-0.4160520512495035
12447.0,243,1,476.49,1,1,2,112,Lost Customers,1,-0.9705137537171714,1.2348710875892157
12448.0,44,1,449.45,3,1,2,312,Others,0,-0.21513904432918526,-0.5676221226045531
12449.0,22,4,4067.29,4,4,5,445,Champions,0,0.38608745251538323,-0.5526692591149488
12450.0,156,2,197.88,2,2,1,221,Others,1,-0.5713144566145933,0.45202082313015396
12451.0,11,5,9035.52,5,4,5,545,Champions,0,0.8649613013980164,-0.4117873285626023
12452.0,17,2,430.5700000000001,4,2,2,422,Potential Loyalists,0,-0.026003475276052616,-0.7957005474883156
12453.0,134,1,707.09,2,1,3,213,Others,0,-0.5395118916159319,0.2586052281209205
12454.0,56,1,3528.34,3,1,5,315,Others,0,-0.04433884611592821,-0.3206288410996037
12455.0,73,6,2466.86,2,4,5,245,At Risk,0,0.25492556661715204,-0.12863361006064766
12456.0,44,3,3181.04,3,3,5,335,Loyal Customers,0,0.15234265847670844,-0.41052802386414367
12457.0,66,7,2363.23,3,5,5,355,Loyal Customers,0,0.36199456532704727,-0.179487964466674
12458.0,71,2,947.4,3,2,4,324,Others,0,-0.19515904229888525,-0.2836838384111396
12461.0,94,2,826.88,2,2,3,223,Others,0,-0.2911566835034793,-0.08091242273371493
12462.0,19,2,1189.59,4,2,4,424,Potential Loyalists,0,0.019749528099444698,-0.7434848739692521
12463.0,53,4,1344.78,3,4,4,344,Loyal Customers,0,0.07671052250227493,-0.39442500974314304
12464.0,10,8,1212.05,5,5,4,554,Champions,0,0.5818791923381379,-0.7209527559943002
12465.0,17,2,742.19,4,2,3,423,Potential Loyalists,0,-0.004094655835002905,-0.7816955159274803
12468.0,188,2,729.54,1,2,3,123,Lost Customers,1,-0.6557084511603241,0.7655677748884446
12471.0,2,30,19824.05,5,5,5,555,Champions,3,3.8506352727028808,0.4207278122423712
12472.0,32,7,6572.11,4,5,5,455,Champions,0,0.7872887464248184,-0.2980857371328096
12473.0,29,5,3938.55,4,4,5,445,Champions,0,0.4381153787714045,-0.4779290510909498
12474.0,17,18,7375.79,4,5,5,455,Champions,3,1.8657604038380353,-0.20893045441746871
12475.0,54,1,723.38,3,1,3,313,Others,0,-0.23393412549175055,-0.46479449944498014
12476.0,16,11,6816.42,4,5,5,455,Champions,0,1.2162197062560829,-0.3632738058593568
12477.0,23,6,13219.74,4,4,5,445,Champions,0,1.2011900454635078,-0.09795298750033889
12478.0,4,1,680.99,5,1,3,513,Potential Loyalists,0,-0.046644106716573736,-0.9192820209631634
12479.0,11,1,527.2,5,1,3,513,Potential Loyalists,0,-0.08409433973369329,-0.8628322162660076
12480.0,28,4,3281.63,4,4,5,445,Champions,0,0.30801824404713884,-0.5336690207347743
12481.0,23,10,5596.32,4,5,5,455,Champions,0,1.0160842754856627,-0.3719113981448928
12483.0,17,8,2484.98,4,5,5,455,Champions,0,0.6447362273812665,-0.6003823601012164
12484.0,33,6,4541.72,4,4,5,445,Champions,0,0.5530173370777058,-0.3974498052656763
12488.0,10,3,1298.66,5,3,4,534,Loyal Customers,0,0.14938346845424189,-0.8028832207817851
12489.0,336,1,334.93,1,1,2,112,Lost Customers,1,-1.334369055760598,2.0703122727636094
12490.0,5,10,5417.93,5,5,5,555,Champions,0,1.0720396592298664,-0.5428583839625075
12491.0,39,1,460.4,3,1,2,312,Others,0,-0.1953421615117725,-0.6123882407008631
12492.0,63,2,263.21000000000004,3,2,2,322,Others,0,-0.2128185965389197,-0.38684634097974613
12493.0,166,2,433.74,2,2,2,222,Others,1,-0.5927860949818334,0.5531374792416522
12494.0,16,7,1246.1,4,5,4,454,Champions,0,0.47372369389596714,-0.6822771598815657
12497.0,82,1,1043.1,2,1,4,214,Others,0,-0.31800719311298964,-0.19697928712066048
12498.0,21,3,403.7000000000001,4,3,2,432,Loyal Customers,0,0.04460276195766359,-0.7435369748694757
12500.0,23,11,4257.82,4,5,5,455,Champions,0,1.0096964096357581,-0.41490255821185323
12501.0,337,1,2169.39,1,1,5,115,Lost Customers,1,-1.2092005418600413,2.1618094319974284
12502.0,96,5,3723.87,2,4,5,245,At Risk,0,0.16805984242344119,0.11888307768495486
12504.0,18,2,482.05,4,2,2,422,Potential Loyalists,0,-0.026189517844922766,-0.7843352513324063
12506.0,233,1,73.5,1,1,1,111,Lost Customers,1,-0.9607923913052059,1.1262431647914892
12507.0,134,3,1304.81,2,3,4,234,At Risk,0,-0.3220544893705696,0.3197975339830813
12508.0,26,2,398.27,4,2,2,422,Potential Loyalists,0,-0.06252301946183889,-0.7156873629983637
12509.0,284,1,176.5,1,1,1,111,Lost Customers,1,-1.1476265570023214,1.5925063089470348
12510.0,143,2,982.57,2,2,4,224,Others,0,-0.466675603335047,0.3696154540649062
12512.0,66,2,138.03,3,2,1,321,Others,0,-0.23303574514311778,-0.36531731896808906
12513.0,113,1,612.29,2,1,3,213,Others,0,-0.46626339431198577,0.06426005508204996
12514.0,267,1,1017.68,1,1,4,114,Lost Customers,1,-1.0237944823288623,1.4764331585438148
12515.0,353,1,383.7,1,1,2,112,Lost Customers,1,-1.3956321237542475,2.2263821430101176
12516.0,78,2,1312.06,2,2,4,224,Others,0,-0.19615902360169812,-0.2039335118838217
12517.0,28,5,2502.84,4,4,5,445,Champions,0,0.34098146390851714,-0.5515053248396168
12518.0,1,5,2056.89,5,4,4,544,Champions,0,0.4123743733621795,-0.8159420010320182
12519.0,64,1,340.84000000000003,3,1,2,312,Others,0,-0.29888312071139145,-0.3914703839830569
12520.0,79,5,2634.26,2,4,5,245,At Risk,0,0.1561454005428138,-0.08396491030040204
12521.0,143,1,599.68,2,1,3,213,Others,1,-0.5813121348204501,0.33524276945403303
12522.0,39,2,192.72,3,2,1,321,Others,0,-0.12644473747699425,-0.6072539020964488
12523.0,19,11,1789.77,4,5,4,454,Champions,0,0.8513988055636941,-0.5620298812242737
12524.0,9,8,4485.72,5,5,5,555,Champions,0,0.8158439107442664,-0.5828769678343381
12526.0,1,3,1316.66,5,3,4,534,Loyal Customers,0,0.1848976339159186,-0.8835390853029288
12527.0,82,3,348.71000000000004,2,3,2,232,At Risk,0,-0.1913931407423938,-0.19385784105591655
12528.0,9,6,1933.48,5,5,4,554,Champions,0,0.4609716257124318,-0.7319106005891374
12530.0,60,4,1662.28,3,4,4,344,Loyal Customers,0,0.07239490059603512,-0.31679417903897195
12531.0,15,1,125.22,4,1,1,411,Potential Loyalists,0,-0.12757765171450094,-0.8446916743669447
12532.0,30,1,349.83000000000004,4,1,2,412,Potential Loyalists,0,-0.16886726476049874,-0.6988223829569936
12534.0,131,1,1089.18,2,1,4,214,Others,0,-0.5012323760179591,0.2486224247675467
12535.0,92,2,716.35,2,2,3,223,Others,0,-0.29131681633367684,-0.10398323097812942
12536.0,43,3,12601.830000000002,3,3,5,335,Loyal Customers,0,0.8184880525855056,0.0038156855083294103
12538.0,29,1,363.95,4,1,2,412,Potential Loyalists,0,-0.16406913517753177,-0.7072394406481356
12539.0,22,4,5568.35,4,4,5,445,Champions,0,0.4916212838169111,-0.4852076306100146
12540.0,20,17,13400.24,4,5,5,455,Champions,3,2.1901834106589217,0.07181470517633422
12541.0,30,3,981.18,4,3,4,434,Loyal Customers,0,0.050954535141633124,-0.6361186554550443
12544.0,36,1,372.7,3,1,2,312,Others,0,-0.1900917977179546,-0.6434846560719663
12545.0,75,2,1000.39,2,2,4,224,Others,0,-0.20665514042597888,-0.24509573470849125
12546.0,47,2,1161.5,3,2,4,324,Others,0,-0.08877674050309055,-0.49130116805393764
12547.0,198,2,207.8,1,2,1,121,Lost Customers,1,-0.7304440700440241,0.832635872144642
12548.0,166,1,95.2,2,1,1,211,Others,1,-0.7043045462984074,0.5207580015806639
12550.0,79,1,964.83,2,1,4,214,Others,0,-0.3120938418108953,-0.2276518932124535
12551.0,358,1,168.0,1,1,1,111,Lost Customers,1,-1.4298242019395921,2.2619462515689106
12552.0,39,2,437.82,3,2,2,322,Others,0,-0.10921268675816592,-0.5962384562471427
12553.0,8,10,3692.28,5,5,5,555,Champions,0,0.9392995395364674,-0.593258740239055
12556.0,50,2,603.71,3,2,3,323,Others,0,-0.13940905622875874,-0.48921478997891177
12557.0,16,5,11990.96,4,4,5,445,Champions,0,1.0537200404974751,-0.23370375468121274
12558.0,8,1,269.96,5,1,2,512,Potential Loyalists,0,-0.09076368984795427,-0.9015482101327917
12559.0,311,2,561.71,1,2,3,123,Lost Customers,1,-1.1355728764654553,1.8713777577057247
12560.0,5,3,2134.01,5,3,5,535,Loyal Customers,0,0.22714078624759132,-0.810598610366598
12561.0,303,1,238.85,1,1,1,111,Lost Customers,1,-1.215545678690418,1.7672897965971166
12562.0,8,7,3781.74,5,5,5,555,Champions,0,0.6824381660370222,-0.6407319390353572
12564.0,261,1,456.9,1,1,2,112,Lost Customers,1,-1.0403883598249557,1.3969203256742901
12565.0,289,1,145.92000000000002,1,1,1,111,Lost Customers,1,-1.1688035506137389,1.6363902026368908
12566.0,86,1,351.65,2,1,2,212,Others,0,-0.38184204210554457,-0.19184829687397875
12567.0,23,10,9401.28,4,5,5,455,Champions,0,1.2835965712959976,-0.20090637636286235
12569.0,2,32,4124.6900000000005,5,5,5,555,Champions,3,2.9223068359894393,-0.25051399956910764
12571.0,40,2,519.61,3,2,3,323,Others,0,-0.10726774826915068,-0.5835109480810642
12572.0,9,2,1020.42,5,2,4,524,Potential Loyalists,0,0.04590988724366829,-0.8416043041171022
12573.0,227,1,160.54000000000002,1,1,1,111,Lost Customers,1,-0.9318405034130032,1.0758450856147328
12574.0,316,1,218.45,1,1,1,111,Lost Customers,1,-1.266450202945512,1.8840443909098803
12576.0,36,5,1315.83,3,4,4,344,Loyal Customers,0,0.22708404831961812,-0.532439526772118
12577.0,35,3,657.8,3,3,3,333,Loyal Customers,0,0.009191884857539264,-0.6053939724737841
12578.0,21,2,2794.51,4,2,5,425,Potential Loyalists,0,0.12497454984726726,-0.6532522047589279
12579.0,78,1,440.42,2,1,2,212,Others,0,-0.3451577125282573,-0.26027192133699734
12580.0,247,1,415.7,1,1,2,112,Lost Customers,1,-0.9900092917903617,1.2683456154912356
12581.0,40,1,197.71,3,1,1,311,Others,0,-0.21761630434312443,-0.615142579887575
12582.0,239,2,511.36,1,2,3,123,Lost Customers,1,-0.8651235636133484,1.2173962356581067
12583.0,3,15,7281.38,5,5,5,555,Champions,3,1.6492475121795689,-0.39139033263109946
12584.0,4,9,2338.15,5,5,5,555,Champions,0,0.7716004339114744,-0.7074881256603907
12585.0,234,2,2040.1,1,2,4,124,Lost Customers,1,-0.7386166266934041,1.2408436367605657
12586.0,17,1,196.94000000000003,4,1,1,411,Potential Loyalists,0,-0.13014610268029572,-0.8233650907386526
12587.0,8,1,144.0,5,1,1,511,Potential Loyalists,0,-0.09961945936465609,-0.9072091875264213
12588.0,39,1,214.9,3,1,1,311,Others,0,-0.21260233471239412,-0.6234216636139787
12589.0,29,2,646.68,4,2,3,423,Potential Loyalists,0,-0.05647447313316437,-0.6773682128151756
12590.0,211,2,9864.26,1,2,5,125,Lost Customers,1,-0.1010052963839765,1.384294290697781
12591.0,317,1,452.85,1,1,2,112,Lost Customers,1,-1.2537758345903178,1.9036305983458999
12592.0,92,2,437.6,2,2,2,222,Others,0,-0.3109146708333643,-0.11651099732041448
12593.0,109,3,418.1,2,3,2,232,At Risk,0,-0.28926055455624394,0.05365522726616772
12594.0,38,10,3338.2200000000003,3,5,5,355,Loyal Customers,0,0.8002447455072199,-0.3376216969615052
12596.0,51,2,618.27,3,2,3,323,Others,0,-0.14219080386714794,-0.47950877681262455
12597.0,19,4,3811.22,4,4,5,445,Champions,0,0.3795003606603676,-0.5913326700700899
12598.0,10,8,3023.08,5,5,5,555,Champions,0,0.7092058378433181,-0.639560251316745
12599.0,29,7,1032.58,4,5,4,454,Champions,0,0.40924163543108083,-0.5742018919760562
12600.0,29,10,2599.04,4,5,5,455,Champions,0,0.7825244590583196,-0.4523072444209499
12601.0,190,5,577.0600000000001,1,4,3,143,At Risk,1,-0.41088858661873795,0.8283119833687895
12602.0,59,1,153.12,3,1,1,311,Others,0,-0.2930539715386528,-0.4451652602469786
12603.0,22,1,739.1999999999999,4,1,3,413,Potential Loyalists,0,-0.11104889011556648,-0.75373624396713
12604.0,79,2,254.18,2,2,2,222,Others,0,-0.27433995717603293,-0.24242580449733792
12607.0,60,1,1579.51,3,1,4,314,Others,0,-0.1965753105015487,-0.3720078520850741
12609.0,78,3,1126.85,2,3,4,234,At Risk,0,-0.1214634468831917,-0.19509275214847202
12610.0,23,5,2099.54,4,4,5,445,Champions,0,0.331654001518771,-0.6148889396436993
12611.0,52,1,1193.32,3,1,4,314,Others,0,-0.19328361580559442,-0.4617774421155607
12612.0,74,1,704.04,2,1,3,213,Others,0,-0.31140196699974293,-0.284630729607786
12613.0,57,5,3344.38,3,4,5,345,Loyal Customers,0,0.2897901739350286,-0.2511864858789203
12614.0,278,1,315.6,1,1,2,112,Lost Customers,1,-1.1150145281047241,1.5444479446250925
12615.0,2,4,2291.19,5,4,5,545,Champions,0,0.3373247222460882,-0.8135248775677206
12616.0,95,2,713.3,2,2,3,223,Others,0,-0.3029474681843437,-0.07696536195881935
12617.0,29,1,355.53000000000003,4,1,2,412,Potential Loyalists,0,-0.1646611134192802,-0.7076178578413268
12618.0,22,1,177.31,4,1,1,411,Potential Loyalists,0,-0.15055324335262257,-0.7789890749270101
12619.0,16,9,3641.24,4,5,5,455,Champions,0,0.8175508742034936,-0.5403040189379699
12620.0,15,3,1339.41,4,3,4,434,Loyal Customers,0,0.13322141640860974,-0.7557935671880899
12621.0,2,20,13689.67,5,5,5,555,Champions,3,2.542180409536959,-0.026613436545503494
12622.0,232,1,180.1,1,1,1,111,Lost Customers,1,-0.9494923439316341,1.1219824042531168
12623.0,276,1,305.1,1,1,2,112,Lost Customers,1,-1.1081419313004688,1.5258727506128529
12624.0,106,2,641.13,2,2,3,223,Others,0,-0.34988093269420323,0.019359254783153736
12625.0,212,2,2683.82,1,2,5,125,Lost Customers,1,-0.6096401852788726,1.070637868589661
12626.0,23,9,6620.4800000000005,4,5,5,455,Champions,0,1.0003720890183234,-0.34304751367267283
12627.0,11,7,4478.53,5,5,5,555,Champions,0,0.7200106083318666,-0.582261399174846
12628.0,4,3,786.46,5,3,3,533,Loyal Customers,0,0.13620506637194146,-0.8802127392516388
12630.0,10,2,1270.88,5,2,4,524,Potential Loyalists,0,0.05971337324286213,-0.8212963175691287
12631.0,57,1,640.5,3,1,3,313,Others,0,-0.25117732164630996,-0.4413644029354625
12633.0,59,4,2163.98,3,4,5,345,Loyal Customers,0,0.11147292936091278,-0.30329809479945435
12635.0,90,2,1689.18,2,2,4,224,Others,0,-0.21531001947497241,-0.0783649596007396
12637.0,67,8,6021.9,3,5,5,355,Loyal Customers,0,0.7031333493587096,0.011158633402995338
12638.0,33,1,671.69,4,1,3,413,Potential Loyalists,0,-0.15765472771253436,-0.6572021944317755
12639.0,239,1,486.1,1,1,2,112,Lost Customers,1,-0.9546164871894306,1.1990963943727633
12640.0,24,3,1174.58,4,3,4,434,Loyal Customers,0,0.08738419094266713,-0.6817366333648393
12641.0,115,1,185.9,2,1,1,211,Others,0,-0.5038520687928992,0.06320025057489605
12642.0,25,3,1013.26,4,3,4,434,Loyal Customers,0,0.07223698805977556,-0.6799351351556144
12643.0,128,6,3344.64,2,5,5,255,At Risk,0,0.10734161812686019,0.4086568000152968
12644.0,130,1,477.91,2,1,2,212,Others,0,-0.5404030436567304,0.2120986772367576
12645.0,34,4,1775.18,3,4,4,344,Loyal Customers,0,0.17927302644946044,-0.5470630019128265
12646.0,5,2,1346.97,5,2,4,524,Potential Loyalists,0,0.08409000222030946,-0.8631348708240522
12647.0,22,12,3722.82,4,5,5,455,Champions,0,1.0636049850637563,-0.43083393939498527
12648.0,155,1,318.05,2,1,2,212,Others,1,-0.6467773428970217,0.43120534477575095
12649.0,107,3,623.51,2,3,3,233,At Risk,0,-0.2672081451420244,0.04478360287173189
12650.0,3,1,314.44,5,1,2,512,Potential Loyalists,0,-0.06860943999422035,-0.9448074008552656
12651.0,335,1,114.0,1,1,1,111,Lost Customers,1,-1.3460963995414037,2.0513314429513767
12652.0,331,1,919.98,1,1,3,113,Lost Customers,1,-1.2742093809493895,2.051347735499966
12653.0,149,2,2209.85,2,2,5,225,Others,1,-0.4032226405509115,0.47908256950710487
12654.0,11,5,601.98,5,4,3,543,Loyal Customers,0,0.2720311136409069,-0.7908130453637315
12656.0,17,5,4051.17,4,4,5,445,Champions,0,0.4916981352282732,-0.5814873852988006
12657.0,11,4,1643.18,5,4,4,544,Champions,0,0.2575169448979609,-0.7611833379732243
12658.0,19,1,686.05,4,1,3,413,Potential Loyalists,0,-0.10336944695685454,-0.7832798904516829
12659.0,30,1,91.68,4,1,1,411,Potential Loyalists,0,-0.1870168114478326,-0.7104243305130865
12660.0,11,1,245.1,5,1,1,511,Potential Loyalists,0,-0.10392772001839944,-0.8755105405176977
12662.0,1,11,3849.78,5,5,5,555,Champions,0,1.0647275974230563,-0.6323772179636072
12664.0,8,9,4881.88,5,5,5,555,Champions,0,0.9352188115388259,-0.5569595421752022
12665.0,325,1,63.0,1,1,1,111,Lost Customers,1,-1.3116279562134021,1.958522886879465
12667.0,58,1,620.13,3,1,3,313,Others,0,-0.25641486500729677,-0.4332282368663448
12668.0,12,4,3807.15,5,4,5,545,Champions,0,0.4058520562377717,-0.6548771229996873
12669.0,151,3,2744.03,2,3,5,235,At Risk,1,-0.28556029534057625,0.5383579251645865
12670.0,10,5,2996.05,5,4,5,545,Champions,0,0.444154494583627,-0.6922688205209854
12672.0,330,1,225.9,1,1,1,111,Lost Customers,1,-1.3192021053814131,2.0111022863340033
12673.0,5,2,610.52,5,2,3,523,Potential Loyalists,0,0.03231299792866879,-0.8962328924304229
12674.0,39,4,1970.6,3,4,4,344,Loyal Customers,0,0.1739852350512423,-0.4930220671705709
12676.0,25,6,1331.39,4,5,4,454,Champions,0,0.35775446744452155,-0.6141437577639689
12678.0,42,12,17628.46,3,5,5,355,Loyal Customers,3,1.965149634860008,0.37515546545922296
12679.0,59,4,1113.02,3,4,4,344,Loyal Customers,0,0.03758392069726599,-0.35053103225268456
12680.0,1,4,862.81,5,4,3,543,Loyal Customers,0,0.2407061518620626,-0.8867717216220777
12681.0,15,22,13787.54,4,5,5,455,Champions,3,2.675024977787765,0.12978570552069055
12682.0,4,31,12288.22,5,5,5,555,Champions,3,3.400925844671878,0.11731545611544404
12683.0,4,15,8476.57,5,5,5,555,Champions,3,1.7294713787401608,-0.3286236673511189
12684.0,8,7,2283.63,5,5,5,555,Champions,0,0.5771117380387198,-0.708060986694696
12685.0,28,6,2863.08,4,5,5,455,Champions,0,0.4540255598623762,-0.5181505914669599
12686.0,372,1,89.14,1,1,1,111,Lost Customers,1,-1.4886442328844374,2.3851251460495266
12688.0,114,1,4873.81,2,1,5,215,Others,0,-0.17045750375847296,0.2648357455399281
12689.0,26,2,1247.61,4,2,4,424,Potential Loyalists,0,-0.0028091477460916027,-0.6775157645583407
12690.0,206,1,389.01,1,1,2,112,Lost Customers,1,-0.8358641193857783,0.8960285261201512
12691.0,28,6,1035.8,4,5,4,454,Champions,0,0.3255564385343442,-0.6002734143617784
12693.0,127,4,855.91,2,4,3,243,At Risk,0,-0.23926011388258314,0.25342582752324055
12694.0,70,2,869.67,3,2,3,323,Others,0,-0.19681853759769877,-0.29622887937955106
12695.0,7,4,582.1,5,4,3,543,Loyal Customers,0,0.19813806134760178,-0.8450776873153136
